monto,ubicacion,usuario,metodo_pago,dispositivo,direccion_ip,hora_transaccion,fraude
803.8,Huesca,vilarulises,tarjeta_debito,tableta,71.151.25.203,20,False
623.54,Burgos,zcoronado,paypal,tableta,67.186.217.155,20,True
797.64,La Rioja,ecuadrado,tarjeta_credito,móvil,115.98.141.106,12,True
44.0,Vizcaya,octavioroca,tarjeta_credito,PC,222.109.230.146,1,True
291.97,Cáceres,danielamadrid,tarjeta_credito,PC,96.200.230.30,14,False
277.43,Baleares,cparra,tarjeta_debito,móvil,215.148.203.253,7,True
338.73,Barcelona,yropero,tarjeta_credito,tableta,134.14.222.19,17,True
575.85,Ourense,quirogadomingo,tarjeta_debito,tableta,171.3.107.229,17,True
342.48,Álava,isaias05,paypal,PC,155.251.17.88,8,False
42.97,Teruel,arcoangeles,tarjeta_credito,PC,202.2.68.18,8,False
873.3,Cáceres,acornejo,tarjeta_debito,PC,206.90.69.126,13,True
683.14,Soria,sandovalmelchor,tarjeta_debito,PC,141.250.57.117,22,False
817.65,Álava,africatejedor,tarjeta_debito,tableta,107.210.148.165,14,False
258.36,Tarragona,jennifer09,transferencia,tableta,139.87.74.53,4,True
141.48,Toledo,kfigueroa,tarjeta_debito,móvil,160.29.149.111,17,False
481.69,Guipúzcoa,lupe66,tarjeta_credito,móvil,160.87.240.113,8,False
460.82,Pontevedra,rico90,transferencia,móvil,143.118.9.1,13,False
87.46,Alicante,carmeloandrade,paypal,móvil,17.57.142.224,9,True
736.35,Guipúzcoa,simomoreno,tarjeta_debito,PC,11.234.169.36,17,False
791.37,Toledo,earranz,transferencia,móvil,86.27.45.11,23,True
949.95,Albacete,garaygraciela,paypal,tableta,219.138.158.115,20,True
236.57,Salamanca,martincabanillas,transferencia,tableta,98.1.83.179,18,True
967.48,Santa Cruz de Tenerife,isabel17,transferencia,tableta,211.25.28.115,10,True
92.52,Vizcaya,gcalderon,tarjeta_debito,PC,213.244.181.41,16,False
180.29,Vizcaya,bzabala,tarjeta_credito,móvil,39.196.20.28,21,False
881.25,Badajoz,fabianagracia,tarjeta_debito,PC,142.251.42.42,0,False
261.66,Huelva,jacintaalarcon,tarjeta_debito,tableta,180.72.27.61,0,False
483.06,Jaén,enriquezmayte,paypal,móvil,167.246.234.136,8,False
427.54,Palencia,palfonso,transferencia,móvil,203.89.87.167,20,True
576.55,Barcelona,gbustos,tarjeta_credito,PC,220.11.166.218,20,True
526.08,Alicante,sastreregina,transferencia,tableta,197.110.26.204,17,False
652.01,Tarragona,xtamayo,tarjeta_credito,móvil,37.0.114.50,15,True
656.78,Granada,matias49,transferencia,móvil,214.196.250.222,0,True
991.64,Salamanca,gasconcristian,tarjeta_debito,tableta,69.127.250.188,7,False
171.86,Vizcaya,adannacio,transferencia,móvil,216.232.165.148,19,True
792.67,Zamora,mcastells,tarjeta_credito,tableta,13.15.52.118,20,True
349.28,Badajoz,dferran,tarjeta_debito,móvil,160.70.242.35,9,True
961.72,Segovia,wexposito,tarjeta_credito,PC,72.45.51.67,20,True
815.78,Ourense,ybernat,paypal,tableta,156.194.139.220,3,True
258.13,Córdoba,carminaarino,transferencia,PC,128.112.101.240,1,True
691.28,Burgos,sandrabaez,tarjeta_credito,tableta,44.38.125.86,7,True
85.33,La Rioja,anselmohernandez,tarjeta_credito,PC,139.208.187.33,18,True
641.8,Lugo,adelinagutierrez,tarjeta_debito,PC,219.68.221.30,17,False
155.92,Lleida,znino,transferencia,PC,216.228.11.115,22,True
163.02,Vizcaya,jonatanesteve,paypal,tableta,157.155.135.18,23,False
382.47,Lleida,martinisa,tarjeta_debito,PC,182.108.19.164,23,True
518.97,Cádiz,bermudezgonzalo,tarjeta_credito,PC,177.121.90.193,11,True
598.84,Pontevedra,vvallejo,paypal,tableta,202.187.100.165,18,False
553.47,Pontevedra,cuellarteresita,tarjeta_credito,móvil,171.218.200.227,0,False
838.05,Ávila,felicidadanton,tarjeta_debito,tableta,203.3.50.105,7,False
714.08,La Rioja,yalvarado,tarjeta_credito,PC,142.246.9.68,7,False
623.31,Segovia,judith53,tarjeta_debito,tableta,53.145.2.150,12,False
895.8,Guadalajara,alejandro60,tarjeta_debito,PC,92.168.43.235,20,False
284.84,Cuenca,cayetano46,tarjeta_debito,tableta,146.207.15.46,19,True
440.24,Las Palmas,angelino37,transferencia,móvil,69.70.75.140,7,True
694.76,Ceuta,purificacioncerro,tarjeta_debito,tableta,193.134.230.231,22,True
786.33,Santa Cruz de Tenerife,xballester,transferencia,móvil,13.223.161.73,17,True
118.57,Madrid,falcoezequiel,tarjeta_credito,PC,36.164.53.191,3,False
193.15,Soria,octaviomayo,paypal,móvil,66.30.152.7,21,True
341.59,Álava,jose-mari70,paypal,móvil,76.103.234.66,11,False
981.42,Segovia,carmonachus,transferencia,tableta,222.161.132.19,19,False
689.68,Cáceres,fabio54,tarjeta_credito,PC,80.61.192.21,8,False
173.38,Salamanca,jaimepriego,tarjeta_credito,tableta,202.47.195.151,2,False
992.68,Salamanca,qpuerta,transferencia,tableta,213.184.50.81,3,False
831.28,Córdoba,villalbabernarda,tarjeta_credito,PC,153.101.9.233,9,True
66.41,Córdoba,molinavenceslas,tarjeta_credito,móvil,218.61.44.173,11,False
734.32,Jaén,pmadrid,transferencia,móvil,149.131.96.29,22,False
776.41,Las Palmas,burgosnarcisa,tarjeta_credito,tableta,198.133.42.28,19,True
930.21,Vizcaya,david67,tarjeta_debito,PC,27.157.32.34,13,True
972.26,Ciudad,naguilo,paypal,tableta,213.142.87.156,22,False
284.38,Cuenca,florencio86,tarjeta_debito,tableta,223.171.245.187,8,True
507.26,Burgos,maria-jesusabellan,transferencia,PC,88.61.199.251,1,False
712.4,Málaga,adelaidaalmazan,paypal,móvil,161.112.52.224,8,True
47.47,Castellón,violeta62,tarjeta_credito,móvil,205.171.239.112,16,True
625.74,Zamora,samu92,transferencia,móvil,207.164.51.42,10,False
850.07,Baleares,despinosa,tarjeta_credito,PC,196.96.216.140,10,True
190.23,Navarra,josuebaro,tarjeta_credito,móvil,197.245.87.162,21,True
105.25,Barcelona,lorenzo16,transferencia,móvil,167.145.56.3,16,True
519.73,Ciudad,dpuente,paypal,móvil,180.153.252.235,12,True
311.3,Madrid,eroma,tarjeta_debito,tableta,12.142.78.250,21,False
867.32,Girona,venceslasbayona,tarjeta_credito,tableta,49.227.39.207,1,True
135.84,Guadalajara,olledo,tarjeta_debito,tableta,133.210.18.175,16,False
356.0,Vizcaya,gironaleticia,transferencia,tableta,193.133.221.80,9,True
622.05,Murcia,jatienza,paypal,tableta,216.27.83.122,11,True
948.46,Guadalajara,maxilamas,tarjeta_debito,tableta,216.226.200.9,0,True
98.08,Cádiz,ana-belen47,paypal,tableta,221.48.80.111,17,True
290.44,Ciudad,fgibert,transferencia,PC,27.69.21.166,15,False
509.2,Madrid,felicianoperera,tarjeta_credito,PC,54.220.242.180,17,True
898.04,Toledo,rgalan,tarjeta_debito,PC,191.141.63.16,3,False
839.6,Santa Cruz de Tenerife,gimenezhilario,transferencia,PC,198.136.72.207,13,True
913.06,La Rioja,amaya65,transferencia,móvil,194.196.57.95,2,True
694.86,Burgos,jessica88,paypal,móvil,202.162.37.149,18,True
919.81,Tarragona,ymiguel,transferencia,tableta,83.115.64.0,5,True
902.16,Huelva,aitanamorales,transferencia,móvil,62.54.36.223,9,False
51.97,Almería,umayoral,tarjeta_debito,PC,130.229.112.213,20,False
164.48,Burgos,florinacerro,transferencia,tableta,205.122.8.179,19,True
158.29,Lugo,turcristobal,paypal,móvil,143.185.77.59,18,True
859.4,Teruel,isabelarecio,transferencia,tableta,192.132.169.145,19,False
407.16,Córdoba,roblesmartin,tarjeta_credito,tableta,125.134.20.167,15,False
63.83,Pontevedra,martirio84,tarjeta_debito,tableta,196.172.101.155,18,False
664.04,Ourense,epol,tarjeta_credito,tableta,103.203.130.65,5,True
140.35,Toledo,escalonarocio,transferencia,PC,135.82.50.39,23,False
142.5,Segovia,roque24,transferencia,móvil,52.32.229.118,18,False
897.95,Melilla,agapitobarral,transferencia,tableta,202.239.199.93,3,False
540.12,Navarra,inmaculadaacedo,tarjeta_debito,móvil,219.51.127.155,7,False
452.37,Pontevedra,nilda72,tarjeta_credito,tableta,112.195.130.94,9,False
623.69,Baleares,rebeca57,tarjeta_debito,PC,189.163.237.236,18,True
630.17,Cáceres,turanastasio,tarjeta_debito,tableta,47.157.66.74,18,False
103.54,Girona,bravoamarilis,transferencia,PC,178.164.181.125,21,False
246.71,Segovia,ysolis,tarjeta_credito,tableta,51.194.228.198,20,True
143.13,Baleares,teo07,tarjeta_credito,móvil,182.224.124.222,19,False
598.86,Madrid,vbayo,paypal,móvil,159.28.48.80,22,True
515.12,Barcelona,herberto11,transferencia,PC,131.191.156.222,0,False
152.67,Pontevedra,alcarazmateo,paypal,PC,156.165.11.136,12,False
321.58,Guipúzcoa,pradaanastasio,tarjeta_debito,PC,200.155.112.223,5,True
525.22,Córdoba,apolinar59,tarjeta_credito,móvil,2.51.58.165,12,True
668.9,Teruel,arseniocobo,tarjeta_debito,PC,9.45.199.50,6,False
799.73,Badajoz,aurabustos,transferencia,tableta,129.30.57.119,0,False
695.7,Toledo,wmarquez,transferencia,tableta,188.204.191.77,7,False
375.29,Almería,scruz,transferencia,PC,220.112.141.12,23,True
410.62,Zamora,barbararaya,paypal,móvil,43.46.32.229,4,True
21.96,Castellón,kikereyes,tarjeta_debito,PC,209.148.176.195,16,True
922.01,Asturias,pfigueras,tarjeta_credito,PC,90.228.67.147,8,False
445.95,Pontevedra,ainara95,tarjeta_debito,PC,132.230.86.69,11,False
240.0,Salamanca,rodrigomaldonado,paypal,móvil,222.55.200.150,2,True
410.1,Huelva,evatorralba,tarjeta_debito,tableta,168.73.248.114,10,True
335.86,Navarra,erasmo48,tarjeta_debito,móvil,156.237.190.197,5,True
145.43,Tarragona,eespejo,paypal,tableta,193.101.3.152,18,True
943.64,Badajoz,ramosamancio,transferencia,tableta,23.254.126.75,18,True
243.02,Cáceres,qgalvan,tarjeta_debito,móvil,158.38.196.167,0,False
34.11,Ciudad,tdiez,tarjeta_debito,tableta,67.75.75.72,7,False
451.38,Toledo,julio45,tarjeta_debito,móvil,125.149.173.162,20,False
46.49,Álava,crescencia54,tarjeta_credito,PC,190.215.126.5,1,False
841.67,Huelva,lsalinas,tarjeta_credito,tableta,46.134.68.24,15,False
447.1,Cuenca,rminguez,transferencia,móvil,26.33.163.138,13,False
57.07,León,manucarballo,transferencia,móvil,218.6.150.7,3,True
419.19,Toledo,pcabanas,tarjeta_debito,móvil,182.9.204.235,7,False
126.89,Jaén,abrilaitor,tarjeta_debito,tableta,28.91.28.254,7,False
817.21,Ceuta,natalia09,tarjeta_credito,móvil,123.86.42.34,14,True
746.58,Albacete,gneira,transferencia,PC,131.244.244.135,13,True
473.24,La Coruña,raquel11,paypal,tableta,175.149.175.114,8,False
481.57,Vizcaya,rubensacristan,tarjeta_credito,móvil,16.161.62.199,15,False
413.65,Barcelona,rsalcedo,tarjeta_debito,PC,53.111.108.160,4,False
922.42,Zaragoza,bvillar,paypal,tableta,165.123.25.54,23,False
655.91,Cáceres,reinaleal,transferencia,móvil,198.118.149.93,3,False
725.72,Almería,paula80,tarjeta_credito,móvil,208.85.45.185,10,False
992.71,Valencia,consuelogalvez,tarjeta_debito,PC,169.250.206.107,5,False
331.12,Cádiz,nazaretfernandez,tarjeta_credito,PC,220.21.235.143,22,True
935.67,Zaragoza,calvetleire,tarjeta_debito,móvil,206.42.75.92,22,True
955.07,Ceuta,mohamed61,tarjeta_debito,tableta,212.71.156.162,10,False
611.6,Teruel,menasara,tarjeta_credito,PC,166.143.195.202,9,True
587.09,Barcelona,benigno53,paypal,PC,78.1.194.128,13,True
516.0,Segovia,rozasnoemi,paypal,PC,221.123.33.33,12,True
867.77,Ourense,guerreroxiomara,transferencia,tableta,104.78.90.112,20,False
96.23,La Rioja,jsalom,tarjeta_debito,tableta,130.176.82.204,20,False
31.73,Santa Cruz de Tenerife,hilario31,transferencia,tableta,75.233.238.100,1,True
163.47,Badajoz,anselma43,transferencia,tableta,187.191.215.109,4,True
187.45,Murcia,aragoniban,tarjeta_credito,móvil,41.233.73.34,17,False
745.27,Salamanca,pastoracastell,transferencia,móvil,222.65.15.224,12,True
538.11,León,edgar87,tarjeta_credito,tableta,201.53.157.77,2,True
427.36,Tarragona,concepcion63,transferencia,tableta,172.199.249.174,7,False
749.73,Badajoz,demetrio67,tarjeta_credito,tableta,222.9.36.138,19,False
804.14,Alicante,silvestre76,tarjeta_credito,PC,79.135.22.159,7,False
316.51,Valladolid,lsolana,tarjeta_debito,móvil,184.62.127.86,10,True
958.72,Castellón,dorita22,paypal,PC,166.156.254.252,16,True
139.0,Murcia,fabregascamila,tarjeta_credito,PC,63.138.244.175,2,True
873.89,Burgos,pedroheriberto,paypal,móvil,85.20.38.72,21,True
689.78,Córdoba,taniaescamilla,tarjeta_debito,PC,205.163.104.63,9,True
695.95,Asturias,ccases,tarjeta_credito,móvil,109.48.227.240,12,True
229.13,Guadalajara,guerrarogelio,paypal,móvil,102.167.143.200,19,True
831.69,Alicante,menendezmarcela,tarjeta_debito,móvil,209.0.154.243,6,False
328.75,Ávila,colladoamerica,tarjeta_credito,móvil,204.143.191.160,3,False
175.18,Salamanca,cgascon,tarjeta_credito,tableta,139.206.238.86,10,True
421.68,Lugo,hcastillo,tarjeta_credito,PC,90.240.165.231,5,False
74.24,León,fbaez,transferencia,PC,166.209.52.46,16,True
689.7,Ciudad,campoymaria-belen,transferencia,móvil,120.232.175.235,14,True
236.44,Cantabria,emilioaleman,paypal,PC,191.64.46.131,16,False
443.28,Ciudad,sergioalemany,transferencia,PC,8.1.213.93,15,False
859.79,Asturias,juan-pabloalfonso,transferencia,tableta,104.64.203.40,17,True
260.34,Teruel,salud56,paypal,PC,186.177.123.227,9,True
820.56,Vizcaya,gimenezfebe,tarjeta_debito,PC,76.252.66.121,18,True
233.6,Murcia,belen54,tarjeta_credito,tableta,213.235.46.194,11,False
500.46,Baleares,dferrero,transferencia,móvil,215.168.131.43,15,False
65.49,Lugo,guria,tarjeta_debito,PC,133.47.134.40,7,True
378.57,Sevilla,qjulia,tarjeta_debito,tableta,160.35.45.93,9,True
349.82,Lleida,yfigueroa,tarjeta_credito,tableta,175.209.130.18,15,True
267.62,Vizcaya,edutenorio,transferencia,PC,204.223.207.191,17,False
566.53,Zamora,fchaparro,paypal,PC,209.78.249.109,6,False
655.83,Badajoz,pelaezloreto,tarjeta_credito,PC,198.190.145.46,11,False
954.99,Murcia,amaro93,paypal,PC,41.127.193.153,16,True
563.74,Murcia,jserna,transferencia,PC,180.168.183.205,3,False
409.43,Cuenca,vgilabert,tarjeta_debito,PC,171.121.64.119,9,False
259.95,Toledo,valerioarregui,transferencia,móvil,202.56.227.195,8,False
712.32,Melilla,eugenia37,paypal,tableta,21.123.210.233,4,True
680.66,Toledo,evizcaino,transferencia,PC,190.55.153.68,19,True
976.33,Madrid,rioseligia,paypal,PC,150.7.222.39,16,False
840.33,Málaga,btello,paypal,móvil,163.84.65.24,18,False
955.59,Ourense,jbenavent,tarjeta_debito,móvil,57.83.247.29,1,True
385.26,Lugo,xdelgado,transferencia,PC,25.182.222.248,9,False
551.17,Murcia,castillacharo,tarjeta_credito,tableta,133.93.244.212,9,True
440.6,Alicante,mercherodriguez,paypal,tableta,168.35.16.117,12,False
31.89,Lleida,bartolome44,transferencia,tableta,160.178.98.200,22,True
943.01,Cádiz,jpujol,transferencia,tableta,199.28.245.116,1,False
68.66,Girona,dmoreno,transferencia,tableta,18.15.66.204,1,True
723.48,Vizcaya,olga79,tarjeta_debito,tableta,59.103.132.88,12,False
801.68,Vizcaya,carmelotorrent,transferencia,PC,148.35.142.183,19,True
28.02,Santa Cruz de Tenerife,dhervas,paypal,PC,216.194.12.178,0,False
56.95,Palencia,nunezbenigna,paypal,PC,211.69.204.71,13,False
678.02,Albacete,tamaravelazquez,paypal,móvil,145.74.240.243,8,True
428.22,Guadalajara,augusto41,paypal,PC,22.129.13.70,20,True
514.43,Cuenca,fidela25,tarjeta_credito,PC,165.160.114.204,15,True
707.13,Albacete,luisgoyo,tarjeta_debito,tableta,19.44.111.7,19,True
308.94,Baleares,juan-manuel50,tarjeta_debito,móvil,160.170.194.137,12,False
80.87,Burgos,amalia54,transferencia,móvil,215.196.91.219,5,True
290.55,Lleida,natividad33,paypal,PC,150.171.95.205,19,False
861.4,Huesca,manjonestrella,tarjeta_debito,móvil,223.210.55.42,4,False
131.51,Ceuta,rodolfo34,transferencia,PC,222.5.73.3,9,False
72.98,Guadalajara,josearana,paypal,PC,195.252.71.121,19,False
257.93,Ceuta,tono95,tarjeta_credito,PC,217.40.66.235,12,False
274.83,Lugo,priegofeliciana,tarjeta_debito,móvil,212.160.95.164,15,False
167.03,Segovia,nlorenzo,paypal,tableta,61.61.130.120,9,False
561.0,Navarra,yortiz,transferencia,tableta,155.16.186.19,19,True
650.21,Valencia,dulce37,paypal,PC,131.117.54.253,16,False
467.16,Sevilla,benito03,tarjeta_credito,PC,195.75.180.65,11,False
489.9,Lugo,lmartin,transferencia,PC,145.136.163.60,0,False
286.79,Huelva,maximianodiaz,tarjeta_credito,móvil,213.119.29.135,21,True
510.25,Álava,allerrosa,paypal,tableta,159.85.77.196,10,False
324.33,Santa Cruz de Tenerife,hernandezanselmo,transferencia,móvil,216.114.27.82,4,False
978.68,Albacete,ferrerajose,tarjeta_credito,tableta,216.122.140.196,7,True
465.07,Córdoba,gregorio50,transferencia,PC,46.28.128.8,10,True
110.91,Guadalajara,maxi98,tarjeta_credito,PC,187.36.174.24,14,True
13.35,Cáceres,jjerez,tarjeta_credito,PC,174.36.155.61,20,True
808.37,Huelva,ana-sofia03,tarjeta_credito,móvil,98.204.170.107,7,False
137.21,Albacete,rochamiguel,paypal,PC,169.160.224.81,13,False
793.78,León,clotilde90,transferencia,tableta,223.98.39.97,2,False
2.78,Ávila,salomelias,tarjeta_debito,tableta,205.131.161.148,17,True
18.77,Zamora,perlita95,transferencia,PC,4.210.155.217,15,True
32.29,Guipúzcoa,samanta61,transferencia,PC,63.101.68.229,17,False
706.62,Pontevedra,jose-maria17,transferencia,móvil,200.171.40.60,0,False
702.25,Madrid,jmedina,paypal,móvil,135.42.19.40,13,True
447.11,Almería,pedrosadionisio,transferencia,tableta,221.177.41.217,9,False
682.88,Valencia,tejeraangelino,tarjeta_debito,móvil,135.215.0.128,18,False
26.55,Huelva,cerveramaria-teresa,paypal,PC,97.165.202.248,15,True
714.17,Cáceres,emperatriz58,tarjeta_credito,tableta,194.6.72.116,13,False
680.28,Girona,ruben32,tarjeta_credito,PC,208.81.30.223,19,False
523.19,Palencia,carrerasaturnina,tarjeta_credito,PC,179.153.132.101,7,True
901.44,Cáceres,zcoloma,transferencia,móvil,126.11.199.32,3,False
481.54,Alicante,tamara47,transferencia,tableta,128.204.116.191,3,True
701.27,Barcelona,samuel48,tarjeta_credito,móvil,66.183.7.202,23,True
674.95,La Rioja,rvelazquez,tarjeta_credito,PC,82.47.197.89,12,False
747.57,Granada,enriquepera,tarjeta_debito,tableta,192.73.103.8,11,True
528.94,Guadalajara,pinedaemilio,tarjeta_debito,móvil,23.226.68.46,21,True
960.52,Barcelona,agapito81,transferencia,tableta,161.18.184.60,6,True
169.03,Burgos,juanito32,tarjeta_debito,PC,31.121.145.164,14,False
110.54,Cantabria,puertalara,transferencia,PC,209.114.88.125,9,True
808.86,Ourense,upinedo,tarjeta_credito,PC,192.219.184.58,8,True
418.96,Málaga,ambar62,tarjeta_credito,PC,194.1.234.101,16,True
315.58,Castellón,bmunoz,transferencia,móvil,203.119.82.154,18,False
747.63,Cáceres,jeronimofonseca,tarjeta_debito,PC,121.67.8.173,17,False
527.92,Soria,emariscal,transferencia,móvil,143.22.227.169,10,False
310.25,Ceuta,polreyes,transferencia,tableta,180.47.20.244,19,True
935.52,Ciudad,jenaro42,paypal,PC,44.223.25.17,0,True
329.25,Murcia,fortunata30,tarjeta_credito,tableta,131.6.199.132,22,False
87.01,Guadalajara,llamasbienvenida,tarjeta_credito,móvil,161.184.3.137,8,True
795.64,Navarra,querolmarcelo,transferencia,tableta,216.28.149.173,10,True
482.2,Sevilla,pazelena,tarjeta_credito,PC,213.23.205.11,3,True
274.18,Valladolid,quiquecaparros,tarjeta_debito,tableta,58.37.155.59,0,False
940.53,Huesca,vlaguna,paypal,PC,111.134.173.39,5,False
299.29,Asturias,cruz91,paypal,PC,78.247.103.139,7,False
339.3,Pontevedra,onofrejove,paypal,tableta,148.18.191.10,6,True
754.49,Lleida,qcrespo,tarjeta_credito,tableta,41.186.75.209,13,True
662.77,Ceuta,huertaadrian,tarjeta_debito,móvil,96.236.79.208,12,True
956.27,Badajoz,nuria62,tarjeta_debito,tableta,186.200.2.111,20,True
436.29,Cantabria,toribioroig,paypal,PC,215.196.137.31,4,False
963.34,Valladolid,marina01,tarjeta_credito,tableta,107.192.207.167,3,True
396.25,Zaragoza,roldanjenaro,transferencia,móvil,42.75.182.64,15,True
323.02,Lugo,benaventflorinda,paypal,tableta,121.230.0.3,18,True
134.9,Pontevedra,ani42,tarjeta_credito,tableta,118.134.72.51,3,True
798.67,Cantabria,aniripoll,tarjeta_debito,PC,204.90.99.90,23,False
153.71,Valencia,tudelahermenegildo,transferencia,tableta,211.9.121.13,19,True
180.62,Cádiz,sanchovictorino,tarjeta_credito,tableta,195.246.130.43,10,False
826.2,Segovia,jroca,tarjeta_credito,tableta,82.158.167.247,11,False
239.91,Palencia,octaviosaenz,tarjeta_debito,PC,216.55.79.130,20,True
705.25,Barcelona,acostaleonardo,paypal,tableta,215.134.195.152,5,False
263.1,Valladolid,uripoll,tarjeta_credito,tableta,15.195.44.152,0,True
579.74,Soria,castejoneulalia,tarjeta_debito,móvil,121.183.22.247,21,True
884.15,León,hpalmer,transferencia,PC,162.213.120.41,18,False
14.53,Barcelona,adalbertobenavent,tarjeta_credito,tableta,193.162.184.4,21,False
569.32,Ciudad,bejaranoedgar,tarjeta_credito,PC,195.149.51.160,13,True
878.17,Badajoz,edmundoteruel,tarjeta_credito,PC,138.29.106.65,6,False
730.79,Cantabria,silviachico,tarjeta_credito,móvil,158.74.65.238,0,True
440.02,Toledo,dvillar,tarjeta_credito,PC,112.168.169.251,2,False
855.83,Burgos,irene43,paypal,tableta,58.147.251.21,11,True
236.53,Guipúzcoa,cuetopaz,tarjeta_credito,tableta,217.150.62.167,3,False
